Site ID,TURF,C,G,S,Z,MA,OL,SEAG,DCA,CA,DC,SPR,U,TWS,points
BISC-P7a,0,10.52631579,10.52631579,10.52631579,0,10.52631579,0,0,0,0,0,57.89473684,0,5.263157895,19
BISC-P7a,0,0,35,20,0,15,0,0,0,0,0,30,0,0,20
BISC-P7a,0,0,0,5.555555556,0,0,0,0,0,0,0,94.44444444,0,11.11111111,18
BISC-P7a,0,10,10,10,0,10,0,0,0,0,0,60,0,0,20
BISC-P7a,0,20,20,0,0,5,0,0,0,0,0,55,0,0,20
BISC-P9a,0,5,50,0,0,0,0,0,0,0,0,45,0,0,20
BISC-P9a,0,47.36842105,42.10526316,0,0,5.263157895,0,0,0,0,0,5.263157895,0,5.263157895,19
BISC-P9a,0,15,20,10,0,5,0,0,0,0,0,50,0,0,20
BISC-P9a,0,5,40,10,0,5,0,0,0,5,0,35,0,0,20
BISC-P9a,0,10,70,5,0,0,0,0,0,0,0,15,0,0,20
BISC-P9a,35,0,5,10,0,25,0,0,5,5,0,15,0,0,20
BISC-P9a,0,0,47.36842105,0,0,0,0,0,0,5.263157895,0,47.36842105,0,5.263157895,19
BISC-P9a,15.78947368,5.263157895,15.78947368,5.263157895,0,5.263157895,0,0,0,0,0,52.63157895,0,5.263157895,19
BISC-P9a,0,10,40,0,0,0,0,0,0,15,0,35,0,0,20
BISC-P9a,5.555555556,0,33.33333333,0,0,16.66666667,0,0,0,5.555555556,0,38.88888889,0,11.11111111,18
BISC-P9a,0,21.05263158,47.36842105,26.31578947,0,0,0,0,0,5.263157895,0,0,0,5.263157895,19
BISC-P9a,5,10,50,5,0,15,0,0,0,5,0,10,0,0,20
BISC-P9a,5,30,45,0,0,15,0,0,0,0,0,5,0,0,20
BISC-P9a,15,10,20,0,0,20,0,0,0,0,0,35,0,0,20
BISC-P9a,0,35,55,0,5,5,0,0,0,0,0,0,0,0,20
BISC-P9a,0,5,55,5,5,0,0,0,0,20,0,10,0,0,20
BISC-P9a,0,0,52.63157895,0,10.52631579,0,0,0,0,5.263157895,0,31.57894737,0,5.263157895,19
BISC-P9a,0,21.05263158,47.36842105,5.263157895,0,0,0,0,5.263157895,10.52631579,0,10.52631579,0,5.263157895,19
BISC-P9a,0,35,55,5,0,0,0,0,0,0,0,5,0,0,20
BISC-P9a,0,15,50,5,0,5,0,0,0,0,0,25,0,0,20
BISC-P9a,0,30,40,0,0,5,0,0,0,0,0,25,0,0,20
BISC-P9a,0,15.78947368,26.31578947,0,0,0,0,0,10.52631579,0,0,47.36842105,0,5.263157895,19
BISC-P9a,0,0,15.78947368,0,0,0,0,0,0,0,0,84.21052632,0,5.263157895,19
BISC-P9a,10,5,60,0,0,0,0,0,0,0,0,25,0,0,20
BISC-P9a,10.52631579,36.84210526,31.57894737,0,0,0,0,0,0,0,0,21.05263158,0,5.263157895,19
BISC-P9a,0,26.31578947,36.84210526,0,0,5.263157895,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-P9a,0,10.52631579,26.31578947,0,0,15.78947368,0,0,5.263157895,5.263157895,0,36.84210526,0,5.263157895,19
BISC-P9a,0,16.66666667,61.11111111,0,11.11111111,0,0,0,0,0,0,11.11111111,0,11.11111111,18
BISC-P9a,0,0,26.31578947,26.31578947,0,5.263157895,0,0,5.263157895,15.78947368,0,21.05263158,0,5.263157895,19
BISC-P9a,0,21.05263158,42.10526316,0,0,0,0,0,0,10.52631579,0,26.31578947,0,5.263157895,19
BISC-P9a,0,0,10.52631579,0,0,15.78947368,0,0,0,5.263157895,0,68.42105263,0,5.263157895,19
BISC-P9a,0,20,60,0,0,0,0,0,0,5,0,15,0,0,20
BISC-P9a,0,21.05263158,68.42105263,0,0,0,0,0,0,0,0,10.52631579,0,5.263157895,19
BISC-P9a,0,0,90,0,0,0,0,0,0,5,0,5,0,0,20
BISC-P9a,5.263157895,5.263157895,21.05263158,0,10.52631579,21.05263158,0,0,0,0,0,36.84210526,0,5.263157895,19
BISC-P9a,0,26.31578947,63.15789474,0,0,0,0,0,0,0,0,10.52631579,0,5.263157895,19
BISC-P9a,0,11.11111111,27.77777778,0,0,16.66666667,0,0,5.555555556,0,0,38.88888889,0,11.11111111,18
BISC-P9a,5.263157895,5.263157895,63.15789474,0,0,0,0,0,15.78947368,0,0,10.52631579,0,5.263157895,19
BISC-P9a,11.76470588,0,41.17647059,0,0,11.76470588,0,0,0,0,0,35.29411765,0,17.64705882,17
BISC-P9a,72.22222222,0,11.11111111,0,0,5.555555556,0,0,0,0,0,11.11111111,0,11.11111111,18
BISC-P9a,30,35,10,10,0,5,0,0,0,0,0,10,0,0,20
BISC-P9a,5,5,40,0,0,5,0,0,0,0,0,45,0,0,20
BISC-P9a,0,0,30,10,20,0,0,0,0,0,0,40,0,0,20
BISC-P9a,15,45,0,5,0,0,0,0,0,0,0,35,0,0,20
BISC-P9a,0,0,15.78947368,0,0,0,0,0,0,0,0,84.21052632,0,5.263157895,19
BISC-P9a,0,15,45,0,0,5,0,0,0,0,0,35,0,0,20
BISC-P9a,0,0,25,10,0,0,0,0,5,0,0,60,0,0,20
BISC-P9a,0,5,25,5,0,0,0,0,0,0,0,65,0,0,20
BISC-P9a,0,0,20,10,0,0,0,0,0,5,0,65,0,0,20
BISC-P9a,0,5,25,0,0,0,0,0,0,10,0,60,0,0,20
BISC-P9a,0,0,16.66666667,0,0,0,0,0,16.66666667,0,0,66.66666667,0,11.11111111,18
BISC-P9a,0,5.263157895,42.10526316,15.78947368,0,0,0,0,5.263157895,0,0,31.57894737,0,5.263157895,19
BISC-P9a,0,5.882352941,35.29411765,0,0,5.882352941,0,0,0,0,0,52.94117647,0,17.64705882,17
BISC-P9a,0,0,21.05263158,10.52631579,0,0,0,0,0,0,0,68.42105263,0,5.263157895,19
BISC-P9a,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-P9a,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-P9a,0,16.66666667,27.77777778,5.555555556,0,5.555555556,0,0,0,0,0,44.44444444,0,11.11111111,18
BISC-P9a,0,5,25,5,0,0,0,0,0,15,0,50,0,0,20
BISC-P9a,0,0,78.94736842,0,0,0,0,0,5.263157895,0,0,15.78947368,0,5.263157895,19
BISC-P9a,0,5.263157895,31.57894737,5.263157895,15.78947368,0,0,0,0,0,0,42.10526316,0,5.263157895,19
BISC-P9a,0,0,31.57894737,5.263157895,26.31578947,0,0,0,5.263157895,0,0,31.57894737,0,5.263157895,19
BISC-P9a,0,5.263157895,10.52631579,0,0,0,0,0,0,0,0,84.21052632,0,5.263157895,19
BISC-P9a,0,20,20,10,0,5,0,0,0,0,0,45,0,0,20
BISC-P9a,0,0,26.31578947,0,0,0,0,0,0,0,0,73.68421053,0,5.263157895,19
BISC-P9a,0,0,47.05882353,5.882352941,0,0,0,0,0,0,0,47.05882353,0,17.64705882,17
BISC-W12,10.52631579,0,26.31578947,26.31578947,0,5.263157895,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-W12,0,5.263157895,15.78947368,26.31578947,0,21.05263158,0,0,10.52631579,0,0,21.05263158,0,5.263157895,19
BISC-W12,0,15.78947368,15.78947368,0,0,21.05263158,0,0,0,0,0,47.36842105,0,5.263157895,19
BISC-W12,0,0,0,63.15789474,0,5.263157895,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-W12,0,31.57894737,5.263157895,0,0,36.84210526,0,0,0,0,0,26.31578947,0,5.263157895,19
BISC-W12,0,0,0,5,0,0,0,0,10,0,0,85,0,0,20
BISC-W12,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W12,0,0,0,10,0,20,0,0,0,0,0,70,0,0,20
BISC-W12,0,5,45,25,0,5,0,0,0,0,0,20,0,0,20
BISC-W12,0,0,15.78947368,26.31578947,0,0,10.52631579,0,0,0,0,47.36842105,0,5.263157895,19
BISC-W12,5,20,10,10,0,10,0,0,0,0,0,45,0,0,20
BISC-W12,0,5,10,40,0,10,0,0,0,0,0,35,0,0,20
BISC-W12,0,10.52631579,47.36842105,15.78947368,0,10.52631579,0,0,0,0,0,15.78947368,0,5.263157895,19
BISC-W12,0,55,35,5,0,0,0,0,0,0,0,5,0,0,20
BISC-W12,0,0,20,0,0,20,0,0,0,0,0,60,0,0,20
BISC-W12,0,5.555555556,22.22222222,5.555555556,0,5.555555556,0,0,0,0,0,61.11111111,0,11.11111111,18
BISC-W12,10,35,0,5,0,5,0,0,0,0,0,45,0,0,20
BISC-W12,0,0,5,35,0,20,0,0,0,0,0,40,0,0,20
BISC-W12,0,0,5,15,0,5,0,0,0,0,0,75,0,0,20
BISC-W12,0,5,5,65,0,0,0,0,0,0,0,25,0,0,20
BISC-W12,0,5,45,5,0,0,0,0,0,0,0,45,0,0,20
BISC-W12,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W12,5.263157895,5.263157895,10.52631579,21.05263158,0,26.31578947,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-W12,0,0,26.31578947,10.52631579,0,26.31578947,0,0,0,0,0,36.84210526,0,5.263157895,19
BISC-W12,0,5,5,25,0,30,0,0,0,0,0,35,0,0,20
BISC-W12,0,10.52631579,0,15.78947368,0,0,0,0,0,0,0,73.68421053,0,5.263157895,19
BISC-W12,0,0,0,0,0,70,0,0,0,0,0,30,0,0,20
BISC-W12,0,5,10,0,0,60,0,0,0,0,0,25,0,0,20
BISC-W12,0,35,15,5,0,25,0,0,0,0,0,20,0,0,20
BISC-W12,0,5.555555556,11.11111111,0,0,55.55555556,0,0,0,0,0,27.77777778,0,11.11111111,18
BISC-W12,0,15,15,0,0,25,0,0,0,0,0,45,0,0,20
BISC-W12,0,20,0,35,0,5,0,0,5,0,0,35,0,0,20
BISC-W12,0,0,11.76470588,23.52941176,0,11.76470588,0,0,0,0,0,52.94117647,0,17.64705882,17
BISC-W12,0,5,5,55,0,25,0,0,0,0,0,10,0,0,20
BISC-W12,0,0,20,45,0,0,0,0,0,0,0,35,0,0,20
BISC-W12,0,0,0,80,0,0,0,0,0,0,0,20,0,0,20
BISC-W12,0,5,0,20,0,15,0,0,0,0,0,60,0,0,20
BISC-W12,0,5.555555556,5.555555556,11.11111111,0,0,0,0,0,0,0,77.77777778,0,11.11111111,18
BISC-W12,0,20,35,40,0,5,0,0,0,0,0,0,0,0,20
BISC-W12,0,0,40,0,0,5,0,0,5,0,0,50,0,0,20
BISC-W12,0,15,10,35,0,5,0,0,0,10,0,25,0,0,20
BISC-W12,0,5,10,10,0,35,0,0,0,0,0,40,0,0,20
BISC-W12,0,0,5,0,0,60,0,0,0,0,0,35,0,0,20
BISC-W12,0,5,15,5,0,15,0,0,0,0,0,60,0,0,20
BISC-W12,0,20,10,15,0,5,0,0,0,0,0,50,0,0,20
BISC-W12,0,5.555555556,0,0,0,16.66666667,0,0,0,0,0,77.77777778,0,11.11111111,18
BISC-W12,0,0,0,20,0,0,0,0,0,0,0,80,0,0,20
BISC-W12,0,5.263157895,47.36842105,10.52631579,0,10.52631579,0,0,0,0,0,26.31578947,0,5.263157895,19
BISC-W12,0,5,10,10,0,0,0,0,0,0,0,75,0,0,20
BISC-W12,0,5,5,45,0,0,0,0,0,0,0,45,0,0,20
BISC-W12,0,0,0,5,0,40,0,0,0,0,0,55,0,0,20
BISC-W12,0,0,10,60,0,5,0,0,0,0,0,25,0,0,20
BISC-W12,0,0,31.57894737,26.31578947,0,15.78947368,0,0,0,0,0,26.31578947,0,5.263157895,19
BISC-W12,0,10.52631579,15.78947368,36.84210526,0,15.78947368,0,0,0,0,0,21.05263158,0,5.263157895,19
BISC-W12,5.555555556,11.11111111,11.11111111,33.33333333,0,16.66666667,0,0,0,0,0,22.22222222,0,11.11111111,18
BISC-W12,0,10,0,5,0,35,0,0,0,0,0,50,0,0,20
BISC-W12,0,5,40,0,0,10,0,0,0,0,0,45,0,0,20
BISC-W12,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W12,0,0,0,0,0,30,0,0,0,0,0,70,0,0,20
BISC-W12,0,0,0,45,0,20,0,0,0,0,0,35,0,0,20
BISC-W12,0,10.52631579,10.52631579,15.78947368,0,21.05263158,0,0,0,0,0,42.10526316,0,5.263157895,19
BISC-W12,0,0,0,0,0,35,0,0,0,0,0,65,0,0,20
BISC-W12,0,10.52631579,0,5.263157895,0,31.57894737,0,0,0,0,0,52.63157895,0,5.263157895,19
BISC-W12,0,5,0,0,0,40,0,0,0,0,0,55,0,0,20
BISC-W12,0,5.263157895,15.78947368,5.263157895,0,26.31578947,0,0,0,0,0,42.10526316,5.263157895,5.263157895,19
BISC-W12,0,0,5,55,0,20,0,0,0,0,0,20,0,0,20
BISC-W12,0,0,10,15,0,5,0,0,0,0,0,70,0,0,20
BISC-W12,0,10.52631579,15.78947368,31.57894737,0,21.05263158,0,0,0,0,0,21.05263158,0,5.263157895,19
BISC-W12,0,0,5,60,0,0,0,0,0,0,0,35,0,0,20
BISC-W12,0,10.52631579,15.78947368,15.78947368,0,15.78947368,0,0,0,0,0,36.84210526,5.263157895,5.263157895,19
BISC-W12,0,5.263157895,10.52631579,73.68421053,0,0,0,0,5.263157895,0,0,5.263157895,0,5.263157895,19
BISC-W12,0,10.52631579,15.78947368,31.57894737,0,15.78947368,0,0,0,0,0,26.31578947,0,5.263157895,19
BISC-W12,0,0,31.57894737,31.57894737,0,5.263157895,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-W12,0,5.263157895,10.52631579,15.78947368,0,31.57894737,0,0,0,0,0,36.84210526,0,5.263157895,19
BISC-W12,0,26.31578947,5.263157895,0,0,15.78947368,0,0,0,0,0,52.63157895,0,5.263157895,19
BISC-W12,0,0,30,45,0,0,0,0,0,0,0,25,0,0,20
BISC-W12,11.11111111,11.11111111,11.11111111,11.11111111,0,11.11111111,0,0,0,0,0,44.44444444,0,11.11111111,18
BISC-W12,0,10.52631579,26.31578947,36.84210526,0,10.52631579,0,0,0,0,0,15.78947368,0,5.263157895,19
BISC-W12,0,36.84210526,0,10.52631579,0,21.05263158,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-W12,0,0,31.57894737,5.263157895,0,31.57894737,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-W12,0,0,38.88888889,5.555555556,0,16.66666667,0,0,0,0,0,38.88888889,0,11.11111111,18
BISC-W12,0,20,10,10,0,15,0,0,0,0,0,45,0,0,20
BISC-W12,0,10,30,5,0,35,0,0,0,0,0,20,0,0,20
BISC-W12,0,16.66666667,16.66666667,16.66666667,0,22.22222222,0,0,0,0,0,27.77777778,0,11.11111111,18
BISC-W12,0,0,31.57894737,36.84210526,0,15.78947368,0,0,0,0,0,15.78947368,0,5.263157895,19
BISC-W12,0,10,10,25,0,15,0,0,0,0,0,40,0,0,20
BISC-W12,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W12,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W12,0,5.263157895,10.52631579,5.263157895,0,47.36842105,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-W12,0,0,36.84210526,21.05263158,0,21.05263158,0,0,0,0,0,21.05263158,0,5.263157895,19
BISC-W12,0,0,15.78947368,0,0,47.36842105,0,0,0,0,0,36.84210526,0,5.263157895,19
BISC-W12,0,5,0,15,0,35,0,0,0,0,0,45,0,0,20
BISC-W12,0,10.52631579,10.52631579,10.52631579,0,10.52631579,0,0,0,0,0,57.89473684,0,5.263157895,19
BISC-W12,0,5,0,0,0,45,0,0,0,0,0,50,0,0,20
BISC-W12,0,0,0,60,0,15,0,0,0,0,0,25,0,0,20
BISC-W12,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W12,0,0,5,25,0,25,0,0,0,0,0,45,0,0,20
BISC-W12,0,6.25,12.5,0,0,12.5,0,0,0,0,0,68.75,0,25,16
BISC-W13,0,0,20,0,0,0,0,0,0,0,0,80,0,0,20
BISC-W13,0,0,35,0,0,0,0,0,0,0,0,65,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,5,20,0,0,0,0,0,0,0,75,0,0,20
BISC-W13,0,0,0,30,0,0,0,0,0,0,0,70,0,0,20
BISC-W13,0,0,15.78947368,0,0,0,0,0,0,0,0,84.21052632,0,5.263157895,19
BISC-W13,0,0,25,40,0,0,0,0,0,0,0,35,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,20,0,0,0,0,0,0,0,80,0,0,20
BISC-W13,0,0,0,5,0,0,0,0,0,0,0,95,0,0,20
BISC-W13,0,10.52631579,10.52631579,5.263157895,0,5.263157895,0,0,0,0,0,68.42105263,0,5.263157895,19
BISC-W13,0,5.263157895,5.263157895,15.78947368,0,0,0,0,0,0,0,73.68421053,0,5.263157895,19
BISC-W13,0,5,0,5,0,0,0,0,0,0,0,90,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,45,0,5,0,0,0,0,0,50,0,0,20
BISC-W13,0,0,0,50,0,0,0,0,0,0,0,50,0,11.11111111,18
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,11.76470588,0,5.882352941,0,0,0,0,0,82.35294118,0,17.64705882,17
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,15.78947368,0,0,0,0,0,0,0,84.21052632,0,5.263157895,19
BISC-W13,0,0,11.11111111,0,0,0,0,0,0,0,0,88.88888889,0,11.11111111,18
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,11.11111111,0,27.77777778,0,0,0,0,0,0,0,61.11111111,0,11.11111111,18
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,5.555555556,0,5.555555556,0,0,0,0,0,0,0,88.88888889,0,11.11111111,18
BISC-W13,0,5,35,10,0,0,0,0,0,0,0,50,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,5,15,5,0,0,0,0,0,0,0,75,0,0,20
BISC-W13,0,0,5,15,0,15,0,0,0,0,0,65,0,0,20
BISC-W13,0,0,0,45,0,25,0,0,0,0,0,30,0,0,20
BISC-W13,0,5,15,0,0,10,0,0,0,0,0,70,0,0,20
BISC-W13,0,0,0,5,0,0,0,0,0,0,0,95,0,0,20
BISC-W13,0,0,0,5,0,15,0,0,5,0,0,75,0,0,20
BISC-W13,0,0,75,10,0,0,0,0,0,0,0,15,0,0,20
BISC-W13,0,20,5,35,0,0,0,0,0,0,0,40,0,0,20
BISC-W13,0,5,15,0,0,25,0,0,0,20,0,35,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,5,0,0,0,0,0,0,0,95,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,5.263157895,19
BISC-W13,0,5,0,0,0,0,0,0,0,0,0,95,0,0,20
BISC-W13,0,0,0,0,0,5,0,0,0,0,0,95,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,55.55555556,27.77777778,0,0,0,0,0,0,0,16.66666667,0,11.11111111,18
BISC-W13,0,0,5.882352941,0,0,0,0,0,0,0,0,94.11764706,0,17.64705882,17
BISC-W13,0,0,10,0,0,0,0,0,0,0,0,90,0,0,20
BISC-W13,0,0,10.52631579,0,0,0,0,0,0,0,0,89.47368421,0,5.263157895,19
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,5.263157895,19
BISC-W13,0,0,0,0,0,10,0,0,0,0,0,90,0,0,20
BISC-W13,0,0,31.57894737,26.31578947,0,10.52631579,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-W13,0,5,0,25,0,20,0,0,0,0,0,50,0,0,20
BISC-W13,0,0,10.52631579,10.52631579,0,5.263157895,0,0,0,0,0,73.68421053,0,5.263157895,19
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,5,0,0,0,0,0,0,0,95,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,20,0,15,0,25,0,0,0,0,0,40,0,0,20
BISC-W13,0,10,0,10,0,10,0,0,0,0,0,70,0,0,20
BISC-W13,0,0,5.882352941,41.17647059,0,17.64705882,0,0,0,0,0,35.29411765,0,17.64705882,17
BISC-W13,0,0,0,0,0,5.555555556,0,0,0,0,0,94.44444444,0,11.11111111,18
BISC-W13,0,0,11.11111111,22.22222222,0,16.66666667,0,0,0,0,0,50,0,11.11111111,18
BISC-W13,0,11.11111111,0,22.22222222,0,5.555555556,0,0,0,0,0,61.11111111,0,11.11111111,18
BISC-W13,0,0,0,10.52631579,0,10.52631579,0,0,0,0,0,78.94736842,0,5.263157895,19
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W13,0,0,10,10,0,10,0,0,0,0,0,70,0,0,20
BISC-W13,0,5.882352941,0,29.41176471,0,5.882352941,0,0,0,0,0,58.82352941,0,17.64705882,17
BISC-W13,0,0,10.52631579,5.263157895,0,21.05263158,0,0,0,0,0,63.15789474,0,5.263157895,19
BISC-W13,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W40-b,15,10,5,20,0,20,0,0,0,0,0,30,0,0,20
BISC-W40-b,5,0,10,5,0,0,0,0,0,0,0,80,0,0,20
BISC-W40-b,0,5,25,0,0,40,0,0,0,0,0,30,0,0,20
BISC-W40-b,5,0,0,0,0,10,0,0,0,0,0,85,0,0,20
BISC-W40-b,5.555555556,5.555555556,5.555555556,0,0,44.44444444,0,0,0,0,0,38.88888889,0,11.11111111,18
BISC-W40-b,10,0,25,0,0,15,0,0,0,0,0,50,0,0,20
BISC-W40-b,10,45,0,0,0,20,10,0,0,5,0,10,0,0,20
BISC-W40-b,0,0,0,0,0,26.31578947,0,0,0,0,0,73.68421053,0,5.263157895,19
BISC-W40-b,0,5.263157895,0,10.52631579,0,10.52631579,0,0,0,15.78947368,0,57.89473684,0,5.263157895,19
BISC-W40-b,0,0,0,0,0,30,0,0,0,0,0,70,0,0,20
BISC-W40-b,0,0,21.05263158,5.263157895,0,36.84210526,0,0,0,10.52631579,0,26.31578947,0,5.263157895,19
BISC-W40-b,0,0,15.78947368,0,0,5.263157895,0,0,0,0,0,78.94736842,0,5.263157895,19
BISC-W40-b,0,10.52631579,21.05263158,21.05263158,0,21.05263158,0,0,0,0,0,26.31578947,0,5.263157895,19
BISC-W40-b,0,5,20,15,0,0,0,0,0,5,0,55,0,0,20
BISC-W40-b,0,0,35,10,0,25,0,0,0,5,0,25,0,0,20
BISC-W40-b,11.11111111,0,16.66666667,5.555555556,0,11.11111111,0,0,0,0,0,55.55555556,0,11.11111111,18
BISC-W40-b,15.78947368,0,5.263157895,0,0,21.05263158,0,0,0,5.263157895,0,52.63157895,0,5.263157895,19
BISC-W40-b,0,0,0,35,0,10,0,0,0,0,0,55,0,0,20
BISC-W40-b,10,0,0,0,0,20,0,0,0,0,0,70,0,0,20
BISC-W40-b,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W40-b,0,5.263157895,10.52631579,5.263157895,0,26.31578947,0,0,0,0,0,52.63157895,0,5.263157895,19
BISC-W40-b,0,0,20,0,0,30,0,0,0,5,0,45,0,0,20
BISC-W40-b,0,15,0,5,0,15,0,0,0,0,0,60,0,0,20
BISC-W40-b,0,0,0,0,0,30,0,0,0,5,0,65,0,0,20
BISC-W40-b,0,0,0,0,0,30,0,0,0,0,0,70,0,0,20
BISC-W40-b,0,5,0,0,0,65,0,0,0,0,0,30,0,0,20
BISC-W40-b,0,0,21.05263158,0,0,68.42105263,0,0,0,0,0,10.52631579,0,5.263157895,19
BISC-W40-b,0,5,30,25,0,20,0,0,0,0,0,20,0,0,20
BISC-W40-b,0,5,0,15,0,65,0,0,0,0,0,15,0,0,20
BISC-W40-b,5.263157895,5.263157895,0,0,0,57.89473684,0,0,0,0,0,31.57894737,0,5.263157895,19
BISC-W40-b,0,10,0,5,0,45,0,0,0,0,0,40,0,0,20
BISC-W40-b,0,0,33.33333333,0,0,44.44444444,0,0,0,5.555555556,0,16.66666667,0,11.11111111,18
BISC-W40-b,20,0,10,5,0,35,0,0,0,0,0,30,0,0,20
BISC-W40-b,0,15,5,0,0,55,0,0,0,0,0,25,0,0,20
BISC-W40-b,0,0,5.555555556,0,0,66.66666667,0,0,0,0,0,27.77777778,0,11.11111111,18
BISC-W40-b,0,5.263157895,10.52631579,0,0,73.68421053,0,0,0,0,0,10.52631579,0,5.263157895,19
BISC-W40-b,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20
BISC-W40-b,5,0,5,0,0,20,0,0,0,0,0,70,0,0,20
BISC-W40-b,0,10,25,15,0,30,0,0,0,0,0,20,0,0,20
BISC-W40-b,0,0,10.52631579,10.52631579,0,52.63157895,0,0,0,0,0,26.31578947,0,5.263157895,19
BISC-W40-b,5.263157895,5.263157895,21.05263158,5.263157895,0,26.31578947,0,0,0,0,0,36.84210526,0,5.263157895,19
BISC-W40-b,0,0,10.52631579,0,0,15.78947368,0,0,0,0,0,73.68421053,0,5.263157895,19
BISC-W40-b,0,0,40,0,0,15,0,0,0,0,0,45,0,0,20
BISC-W40-b,0,0,5.263157895,10.52631579,0,21.05263158,0,0,0,0,0,63.15789474,0,5.263157895,19
BISC-W40-b,5,25,30,0,0,15,0,0,0,0,0,25,0,0,20
BISC-W40-b,0,0,5,0,0,45,0,0,0,0,0,50,0,0,20
BISC-W40-b,0,0,0,0,0,55,0,0,0,0,0,45,0,0,20
BISC-W40-b,0,0,20,5,0,40,0,0,0,0,0,35,0,0,20
BISC-W40-b,0,40,5,0,0,20,0,0,0,0,0,35,0,0,20
BISC-W40-b,0,0,0,25,0,20,0,0,0,0,0,55,0,0,20
BISC-W40-b,0,15.78947368,26.31578947,0,0,21.05263158,0,0,0,0,0,36.84210526,0,5.263157895,19
BISC-W40-b,0,0,5.263157895,5.263157895,0,31.57894737,0,0,0,0,0,57.89473684,0,5.263157895,19
BISC-W60-11c,0,0,10,35,0,5,0,0,10,0,0,40,0,0,20
BISC-W60-11c,10,10,10,25,0,10,0,0,0,0,0,35,0,0,20
BISC-W60-11c,36.84210526,0,15.78947368,5.263157895,0,0,0,0,0,0,0,42.10526316,0,5.263157895,19
BISC-W60-11c,16.66666667,5.555555556,11.11111111,16.66666667,0,5.555555556,0,0,0,0,0,44.44444444,0,11.11111111,18
BISC-W60-11c,5,0,80,0,0,0,0,0,0,0,0,15,0,0,20
BISC-W60-11c,5,0,25,35,0,0,0,0,0,0,0,35,0,0,20
BISC-W60-11c,21.05263158,0,26.31578947,26.31578947,0,0,0,0,0,0,0,26.31578947,0,5.263157895,19
BISC-W60-11c,0,0,90,0,0,0,0,0,0,0,0,10,0,0,20
BISC-W60-11c,5,5,5,30,0,0,0,0,0,0,0,55,0,0,20
BISC-W60-11c,10.52631579,0,31.57894737,0,10.52631579,5.263157895,0,0,0,0,0,42.10526316,0,5.263157895,19
BISC-W60-11c,0,0,55,20,0,0,0,0,10,0,0,15,0,0,20
